Lat,Lon
40.288845,-81.634705
40.281757,-81.586975
40.27465,-81.539246
40.267513,-81.491516
40.260372,-81.44385
40.25319,-81.39615
40.246002,-81.34845
40.238785,-81.30078
40.231556,-81.25311
40.22428,-81.205475
40.217003,-81.15784
40.20971,-81.11023
40.202385,-81.06262
40.19504,-81.015015
40.18767,-80.96741
40.180294,-80.91986
40.172874,-80.872284
40.165443,-80.82471
40.157993,-80.77716
40.15052,-80.729645
40.143017,-80.68213
40.135506,-80.63461
40.127968,-80.58713
40.120403,-80.53964
40.112827,-80.49216
40.105213,-80.4447
40.0976,-80.39725
40.08995,-80.34982
40.082287,-80.30237
40.074593,-80.254974
40.066883,-80.20758
40.05915,-80.16019
40.051403,-80.11279
40.043633,-80.06543
40.035828,-80.01807
40.02801,-79.97073
40.020184,-79.9234
40.012314,-79.8761
40.00444,-79.8288
39.996525,-79.781494
39.98861,-79.73419
39.980675,-79.68695
39.972702,-79.63968
39.964718,-79.59244
39.956707,-79.5452
39.94868,-79.497986
39.940624,-79.450775
39.932556,-79.403564
39.92446,-79.356384
39.916344,-79.309235
39.90822,-79.262085
39.90005,-79.214905
39.891872,-79.167786
39.883682,-79.12067
39.875454,-79.07355
39.867214,-79.02646
39.85895,-78.97937
39.85067,-78.93231
39.84237,-78.885254
39.83404,-78.838196
39.825687,-78.7912
39.81732,-78.74417
39.808933,-78.69714
39.800526,-78.65015
39.792095,-78.60318
39.783646,-78.55621
39.77516,-78.50928
39.766674,-78.46231
39.758156,-78.415405
39.749622,-78.36847
39.74107,-78.32156
39.732487,-78.27469
39.72388,-78.22778
39.715263,-78.18094
39.706623,-78.134094
39.697964,-78.08725
39.689278,-78.040436
39.68058,-77.99362
39.671844,-77.94684
39.663105,-77.900024
39.654335,-77.85327
39.645546,-77.80652
39.636738,-77.759766
39.62791,-77.71301
39.619057,-77.66632
39.61018,-77.6196
39.60129,-77.57294
39.59238,-77.526245
39.583454,-77.47958
39.57449,-77.43292
39.565525,-77.38629
39.556534,-77.33966
39.54751,-77.29306
39.53847,-77.24646
39.529408,-77.19989
39.52033,-77.15332
39.511234,-77.10675
39.502113,-77.06021
39.49296,-77.01367
39.4838,-76.96716
39.474617,-76.920654
39.46542,-76.87421
39.45619,-76.8277
39.446953,-76.78125
39.437683,-76.7348
39.428402,-76.688385
39.41909,-76.64197
39.409763,-76.59558
39.400417,-76.549194
39.391045,-76.50281
39.38166,-76.45645
39.37225,-76.410095
39.36282,-76.36377
39.353363,-76.317444
39.34389,-76.27115
39.334408,-76.22485
39.324894,-76.17859
39.315357,-76.132324
39.3058,-76.08606
39.29623,-76.039825
39.28663,-75.99362
39.277023,-75.94742
39.267384,-75.901215
39.25773,-75.85504
39.248047,-75.8089
39.238354,-75.76276
39.228638,-75.71661
39.218906,-75.67047
39.20914,-75.62439
39.19936,-75.57831
39.18956,-75.53223
39.17975,-75.486145
39.169914,-75.440125
39.16005,-75.394104
39.150166,-75.34808
39.140266,-75.30206
39.13035,-75.2561
39.120403,-75.21011
39.110443,-75.164154
39.10046,-75.118225
39.09046,-75.072266
39.08043,-75.02637
39.070393,-74.98047
39.060333,-74.9346
39.050255,-74.88873
39.04015,-74.842865
39.030025,-74.79703
39.01988,-74.75122
39.00972,-74.70538
38.99954,-74.65961
38.989334,-74.61383
38.9791,-74.568054
38.968864,-74.52231
38.95859,-74.47659
38.948315,-74.43085
38.93801,-74.38516
38.927685,-74.33948
38.917336,-74.29379
38.906975,-74.24814
38.89659,-74.202515
38.88619,-74.15686
38.875763,-74.11127
38.86532,-74.065674
38.854847,-74.02008
38.844368,-73.97452
38.833855,-73.928955
38.823334,-73.88342
38.81279,-73.83789
38.802227,-73.79242
38.79164,-73.74692
38.781036,-73.70145
38.77042,-73.655975
38.75977,-73.610535
38.749107,-73.565125
38.738426,-73.519714
38.72772,-73.474304
38.717,-73.428925
38.706257,-73.383545
38.695488,-73.338196
38.68471,-73.29288
38.6739,-73.24756
38.663082,-73.20227
38.65224,-73.15698
38.641376,-73.111694
38.630493,-73.06644
38.6196,-73.02121
38.60867,-72.97598
38.59773,-72.930786
38.586773,-72.88556
38.57579,-72.84039
38.564785,-72.79523
38.553764,-72.75009
38.542732,-72.704956
38.53167,-72.65985
38.520596,-72.614746
38.5095,-72.56967
38.49838,-72.5246
38.487236,-72.47955
38.47608,-72.43454
38.4649,-72.38953
38.45371,-72.34451
38.442497,-72.29953
38.43126,-72.25458
38.420002,-72.209595
38.408726,-72.16467
38.397434,-72.11975
38.386124,-72.07483
38.37479,-72.02997
38.36344,-71.98511
38.352066,-71.94025
38.34067,-71.895386
38.329258,-71.850586
38.317837,-71.805756
38.30639,-71.76099
38.29492,-71.71619
38.28343,-71.67145
38.271923,-71.62671
38.2604,-71.58197
38.248848,-71.53726
38.237286,-71.492584
38.225704,-71.44791
38.214104,-71.40326
38.249184,-71.38846
38.284256,-71.37366
38.31935,-71.358826
38.35443,-71.343994
38.38951,-71.32913
38.4246,-71.31427
38.459686,-71.29938
38.49477,-71.284454
38.529854,-71.26953
38.564953,-71.25461
38.60003,-71.239655
38.63512,-71.22467
38.670204,-71.20969
38.70529,-71.1947
38.74038,-71.17966
38.775467,-71.16461
38.81056,-71.14957
38.845646,-71.13449
38.880733,-71.119385
38.91583,-71.10431
38.950912,-71.08917
38.986008,-71.074036
39.021095,-71.05887
39.05618,-71.0437
39.091278,-71.0285
39.126366,-71.013306
39.16145,-70.99805
39.196537,-70.98282
39.231644,-70.96756
39.26673,-70.95227
39.301815,-70.93698
39.33691,-70.92166
39.37199,-70.90634
39.40709,-70.89099
39.442177,-70.87561
39.477272,-70.86023
39.512356,-70.84485
39.547447,-70.82941
39.582535,-70.813965
39.617626,-70.79852
39.65272,-70.78305
39.687805,-70.76758
39.722897,-70.752075
39.757996,-70.73654
39.793087,-70.72101
39.828167,-70.705444
39.86326,-70.68988
39.898342,-70.674255
39.933437,-70.65866
39.968525,-70.643036
40.00361,-70.62738
40.038692,-70.611694
40.07378,-70.59601
40.108868,-70.58032
40.143948,-70.564606
40.179043,-70.54886
40.214127,-70.53311
40.249214,-70.517334
40.284298,-70.501526
40.31939,-70.48572
40.35446,-70.46991
40.389545,-70.45404
40.424633,-70.43817
40.459717,-70.4223
40.494797,-70.4064
40.52988,-70.3905
40.564957,-70.37454
40.60004,-70.35858
40.635117,-70.34262
40.670204,-70.3266
40.70528,-70.31061
40.74036,-70.294556
40.775436,-70.278534
40.810513,-70.26245
40.845596,-70.24637
40.880665,-70.230255
40.91574,-70.21414
40.95081,-70.198
40.98589,-70.18182
41.020954,-70.16565
41.056023,-70.149475
41.0911,-70.13324
41.126167,-70.117004
41.161232,-70.10077
41.196304,-70.08447
41.231373,-70.06818
41.266438,-70.05188
41.301506,-70.03552
41.336567,-70.019196
41.371635,-70.00281
41.406696,-69.98642
41.44176,-69.97003
41.476814,-69.95358
41.51188,-69.93713
41.546936,-69.920685
41.58199,-69.904205
41.617058,-69.887695
41.652103,-69.871155
41.687157,-69.854614
41.722214,-69.83807
41.75727,-69.82147
41.792316,-69.80487
41.827366,-69.78827
41.86242,-69.77161
41.89746,-69.754944
41.93251,-69.73828
41.967552,-69.72159
42.0026,-69.704865
42.037643,-69.68811
42.072685,-69.67139
42.10772,-69.6546
42.142765,-69.63779
42.177803,-69.62097
42.212837,-69.604126
42.247864,-69.58728
42.282898,-69.570404
42.317944,-69.55353
42.35297,-69.53659
42.387993,-69.51965
42.423027,-69.502686
42.45805,-69.48572
42.493073,-69.46872
42.5281,-69.45172
42.563118,-69.43466
42.59814,-69.4176
42.633163,-69.40051
42.668175,-69.38342
42.703194,-69.3663
42.73821,-69.34918
42.773212,-69.332
42.808228,-69.31482
42.84324,-69.29761
42.878242,-69.280396
42.913254,-69.26318
42.948257,-69.24591
42.98326,-69.22864
43.018253,-69.2113
43.05325,-69.194
43.088257,-69.176636
43.12325,-69.15927
43.15824,-69.14191
43.193233,-69.12448
43.22822,-69.107056
43.26321,-69.0896
43.2982,-69.07214
43.333183,-69.05463
43.368156,-69.03714
43.40314,-69.01959
43.438118,-69.002045
43.473095,-68.98447
43.50807,-68.96686
43.543045,-68.94925
43.57801,-68.93161
43.61298,-68.91394
43.64795,-68.89627
43.682907,-68.87857
43.717876,-68.86084
43.75283,-68.84308
43.78779,-68.82532
43.822742,-68.807556
43.857693,-68.789734
43.892647,-68.77191
43.927605,-68.75403
43.962543,-68.736145
43.997482,-68.71826
44.03243,-68.70035
44.06737,-68.6824
44.10231,-68.66443
44.13724,-68.646454
44.17218,-68.62845
44.207104,-68.61041
44.24204,-68.59238
44.27696,-68.57431
44.311886,-68.55621
44.34681,-68.538086
44.381725,-68.51996
44.41664,-68.5018
44.451553,-68.48361
44.48647,-68.46539
44.521378,-68.447174
44.556282,-68.428925
44.591183,-68.410645
44.62609,-68.392365
44.660984,-68.374054
44.69588,-68.35571
44.730766,-68.33734
44.765663,-68.31897
44.80055,-68.30057
44.83543,-68.282135
44.87032,-68.26367
44.90519,-68.24521
44.940075,-68.226715
44.974953,-68.20819
45.00982,-68.18964
45.04469,-68.17108
45.079548,-68.1525
45.114414,-68.13388
45.12755,-68.18329
45.140656,-68.23273
45.153744,-68.282166
45.16681,-68.331665
45.179855,-68.381165
45.192875,-68.430695
45.205883,-68.480225
45.218857,-68.529816
45.231823,-68.57941
45.244766,-68.62903
45.25767,-68.67865
45.270573,-68.72833
45.283443,-68.778015
45.296295,-68.82773
45.30912,-68.87744
45.321926,-68.927216
45.33472,-68.97699
45.347477,-69.026794
45.36022,-69.0766
45.372948,-69.126465
45.38564,-69.17633
45.39832,-69.2262
45.410976,-69.27612
45.423603,-69.32605
45.43622,-69.37601
45.44881,-69.425995
45.46137,-69.47598
45.47392,-69.526
45.486443,-69.57605
45.498943,-69.62613
45.511425,-69.67621
45.523884,-69.72632
45.53632,-69.77649
45.548737,-69.82663
45.561123,-69.8768
45.573494,-69.927
45.585846,-69.977234
45.59817,-70.027466
45.610474,-70.07776
45.622757,-70.12805
45.635014,-70.178345
45.64725,-70.2287
45.659466,-70.27905
45.671658,-70.32941
45.683834,-70.37982
45.69598,-70.43024
45.708107,-70.48068
45.72021,-70.53116
45.732296,-70.581635
45.74435,-70.63214
45.756397,-70.68268
45.768406,-70.733246
45.7804,-70.78381
45.79237,-70.83441
45.80432,-70.88501
45.816246,-70.93567
45.828156,-70.98633
