Lat,Lon
39.13654,-76.39514
39.128407,-76.3497
39.120243,-76.30426
39.112064,-76.25885
39.10387,-76.21344
39.095665,-76.16803
39.087433,-76.12265
39.079185,-76.07727
39.070923,-76.03189
39.06264,-75.98654
39.054344,-75.94119
39.04602,-75.895874
39.037685,-75.850525
39.02934,-75.80524
39.020966,-75.75992
39.01258,-75.71463
39.004173,-75.66934
38.995758,-75.624084
38.987312,-75.5788
38.978855,-75.53357
38.970375,-75.48831
38.961887,-75.443085
38.95338,-75.39789
38.94485,-75.35266
38.936306,-75.307465
38.927742,-75.26227
38.919163,-75.2171
38.91057,-75.171936
38.90196,-75.1268
38.893326,-75.081665
38.88467,-75.03653
38.876003,-74.991394
38.867317,-74.94629
38.858616,-74.901184
38.8499,-74.85611
38.84116,-74.811035
38.832405,-74.76599
38.82363,-74.72095
38.814842,-74.6759
38.806038,-74.63086
38.797215,-74.585846
38.78837,-74.54083
38.779514,-74.49585
38.77064,-74.45087
38.761745,-74.40588
38.75284,-74.3609
38.7439,-74.31598
38.734966,-74.27103
38.725994,-74.226105
38.71702,-74.18118
38.70802,-74.13629
38.699005,-74.09137
38.689972,-74.04651
38.680927,-74.00162
38.67186,-73.95676
38.66277,-73.91193
38.653675,-73.867065
38.644554,-73.822266
38.63542,-73.777435
38.626266,-73.732635
38.6171,-73.68787
38.60791,-73.64307
38.59871,-73.5983
38.589485,-73.55353
38.58025,-73.50879
38.57099,-73.46408
38.56172,-73.41934
38.552433,-73.37463
38.54312,-73.329956
38.5338,-73.28525
38.524452,-73.2406
38.515095,-73.19592
38.50572,-73.151276
38.496323,-73.10663
38.486916,-73.06201
38.477486,-73.017395
38.46804,-72.97278
38.458576,-72.92819
38.4491,-72.883606
38.439606,-72.83905
38.43009,-72.794495
38.420563,-72.74994
38.41102,-72.705414
38.401447,-72.66089
38.391872,-72.616394
38.382275,-72.5719
38.37265,-72.527405
38.363026,-72.48294
38.35337,-72.43848
38.3437,-72.39404
38.33402,-72.34961
38.32432,-72.305176
38.314613,-72.26074
38.304874,-72.21637
38.295113,-72.17197
38.285343,-72.127594
38.27556,-72.08322
38.265755,-72.03888
38.30057,-72.02637
38.33539,-72.013855
38.37021,-72.00134
38.405018,-71.9888
38.43983,-71.97626
38.474636,-71.963684
38.509453,-71.95111
38.54426,-71.93854
38.57907,-71.9259
38.613873,-71.9133
38.648685,-71.900696
38.683487,-71.88806
38.71829,-71.8754
38.753086,-71.86273
38.78789,-71.85007
38.822693,-71.83737
38.85749,-71.82468
38.89228,-71.81195
38.927074,-71.799225
38.96188,-71.7865
38.99667,-71.77374
39.03146,-71.76099
39.066242,-71.7482
39.101032,-71.73541
39.135826,-71.722626
39.17061,-71.70981
39.2054,-71.69699
39.240177,-71.68414
39.27496,-71.671295
39.30974,-71.65845
39.34452,-71.64557
39.379295,-71.63266
39.414066,-71.61975
39.44885,-71.60684
39.483616,-71.59393
39.518383,-71.58099
39.553158,-71.56802
39.587917,-71.55505
39.62269,-71.54208
39.65746,-71.52911
39.692207,-71.51608
39.72697,-71.50305
39.761734,-71.49005
39.796494,-71.47699
39.831253,-71.46393
39.866,-71.45087
39.900757,-71.437805
39.9355,-71.42468
39.97025,-71.41159
40.004997,-71.39847
40.039745,-71.385315
40.074482,-71.37219
40.109226,-71.35901
40.143974,-71.345856
40.178707,-71.33264
40.213448,-71.31946
40.248177,-71.306244
40.282913,-71.29303
40.317642,-71.279785
40.35237,-71.26654
40.387104,-71.253265
40.42182,-71.23999
40.45654,-71.226685
40.491272,-71.21338
40.525978,-71.20007
40.560703,-71.18671
40.59541,-71.17337
40.630135,-71.16
40.664837,-71.14664
40.699547,-71.13324
40.734253,-71.11984
40.76896,-71.106445
40.80366,-71.09302
40.838356,-71.07956
40.873055,-71.0661
40.907753,-71.05264
40.942444,-71.039154
40.977135,-71.025665
41.011826,-71.012146
41.046513,-70.99863
41.081192,-70.98511
41.115883,-70.97156
41.150566,-70.95798
41.185234,-70.9444
41.21991,-70.93082
41.25458,-70.917206
41.289257,-70.903595
41.32393,-70.88995
41.35859,-70.87631
41.393253,-70.86264
41.427914,-70.84897
41.462578,-70.835266
41.49723,-70.821594
41.531887,-70.80786
41.566532,-70.79413
41.60119,-70.780396
41.63583,-70.76663
41.67048,-70.75287
41.705116,-70.739075
41.739754,-70.72528
41.774395,-70.71146
41.80903,-70.69763
41.84366,-70.68378
41.878284,-70.66992
41.912914,-70.65607
41.94754,-70.64215
41.98216,-70.628265
42.016773,-70.61435
42.051384,-70.6004
42.086,-70.58649
42.120613,-70.57251
42.155212,-70.55853
42.189823,-70.544556
42.224422,-70.53055
42.25902,-70.51654
42.293613,-70.5025
42.328213,-70.488464
42.3628,-70.47443
42.397396,-70.46033
42.43197,-70.44626
42.466553,-70.43216
42.50114,-70.41803
42.53571,-70.4039
42.570286,-70.38977
42.604855,-70.37561
42.639423,-70.36142
42.67399,-70.34723
42.708553,-70.33304
42.74311,-70.31882
42.777664,-70.304565
42.812218,-70.290344
42.846764,-70.27606
42.881313,-70.26178
42.91586,-70.2475
42.950394,-70.233185
42.984936,-70.21887
43.019466,-70.20453
43.053993,-70.190186
43.088528,-70.17581
43.123047,-70.16144
43.157566,-70.14703
43.192097,-70.13263
43.2266,-70.118195
43.26111,-70.10376
43.295628,-70.089294
43.330128,-70.07483
43.364635,-70.06033
43.39913,-70.04584
43.433628,-70.03131
43.468117,-70.016785
43.502613,-70.00223
43.537094,-69.98767
43.57158,-69.97308
43.60605,-69.958496
43.640537,-69.94388
43.675003,-69.92926
43.709476,-69.91461
43.74394,-69.89996
43.7784,-69.885284
43.81285,-69.870605
43.847305,-69.855896
43.88176,-69.84119
43.916206,-69.82645
43.95065,-69.81171
43.98509,-69.796936
44.019527,-69.782166
44.053955,-69.767365
44.088394,-69.75256
44.122814,-69.73773
44.15724,-69.7229
44.19166,-69.70804
44.22607,-69.69318
44.260483,-69.67828
44.294895,-69.66339
44.3293,-69.64844
44.363705,-69.633514
44.3981,-69.61856
44.432487,-69.60358
44.46688,-69.58862
44.501263,-69.57361
44.53565,-69.55859
44.570023,-69.54358
44.60439,-69.5285
44.638767,-69.51346
44.673134,-69.49838
44.707493,-69.48328
44.741848,-69.46817
44.776207,-69.45303
44.810555,-69.4379
44.84491,-69.42273
44.87924,-69.40756
44.913586,-69.392365
44.94792,-69.37717
44.98225,-69.36194
45.01658,-69.34668
45.050896,-69.33142
45.085217,-69.31616
45.095997,-69.36478
45.106762,-69.41339
45.1175,-69.462036
45.128227,-69.51071
45.138927,-69.55939
45.149624,-69.60809
45.160286,-69.6568
45.17094,-69.705505
45.181572,-69.75427
45.19218,-69.80301
45.202774,-69.851776
45.213352,-69.90057
45.223907,-69.94937
45.234447,-69.9982
45.244965,-70.04706
45.255466,-70.09589
45.265953,-70.144775
45.276413,-70.193665
45.286854,-70.24255
45.297283,-70.29147
45.307693,-70.34039
45.318077,-70.38934
45.32845,-70.438324
45.338795,-70.487305
45.34913,-70.536316
45.359444,-70.58533
45.36974,-70.63434
45.380016,-70.68338
45.390266,-70.73245
45.4005,-70.781525
45.410725,-70.83063
45.420925,-70.87973
45.431114,-70.92883
45.441273,-70.978
45.45142,-71.02716
45.46154,-71.076324
45.471653,-71.12549
45.48173,-71.17468
45.4918,-71.22394
45.501854,-71.27313
45.511883,-71.32239
45.521896,-71.37167
45.531883,-71.42096
45.541862,-71.470245
45.55182,-71.51953
45.561756,-71.56888
45.57167,-71.618225
45.58156,-71.66757
45.59144,-71.71695
45.601303,-71.76633
45.61114,-71.815735
45.62098,-71.86514
45.630768,-71.91458
45.640556,-71.96405
45.65032,-72.01349
45.660065,-72.06299
45.66979,-72.11249
45.679504,-72.16199
45.689182,-72.21149
45.698853,-72.26105
45.708508,-72.31061
45.71814,-72.36017
45.727753,-72.40976
45.737343,-72.45935
45.746918,-72.50897
45.756474,-72.55859
45.766018,-72.608246
45.775524,-72.6579
45.785034,-72.70758
45.794506,-72.75726
45.80396,-72.806946
45.813396,-72.85669
45.822823,-72.90643
45.83223,-72.95618
45.841614,-73.00592
45.85097,-73.055725
45.860317,-73.1055
45.869648,-73.155304
45.87895,-73.20514
45.888245,-73.254944
45.897503,-73.30481
45.906746,-73.354675
45.915993,-73.40457
45.925194,-73.45447
45.93438,-73.504364
45.943558,-73.55429
45.952713,-73.60425
45.961838,-73.654175
45.970955,-73.70416
45.980045,-73.75415
45.98913,-73.80414
45.998177,-73.854126
46.007214,-73.904175
46.01623,-73.95419
46.02523,-74.00427
46.034214,-74.05432
46.04317,-74.1044
46.05211,-74.15448
46.061035,-74.20459
46.06993,-74.25473
46.078808,-74.30487
46.08767,-74.35504
46.09651,-74.40518
46.10534,-74.45538
46.114143,-74.505554
46.122925,-74.555786
46.131702,-74.60602
46.140446,-74.65625
46.149174,-74.70648
46.15787,-74.756744
46.166565,-74.80704
46.175232,-74.85733
46.18388,-74.90762
46.19251,-74.95795
46.201122,-75.0083
46.209713,-75.058624
46.218285,-75.10901
46.22683,-75.15936
46.23536,-75.20975
46.243874,-75.26016
46.252373,-75.31058
46.260838,-75.36102
46.2693,-75.41144
46.277737,-75.461914
46.28615,-75.51239
46.29454,-75.56287
46.302914,-75.61334
46.31127,-75.66388
46.31961,-75.714386
46.327927,-75.76492
46.336227,-75.81549
46.344505,-75.86603
46.352764,-75.916626
46.361,-75.967224
46.369217,-76.01782
46.377422,-76.06842
46.385597,-76.11908
46.393764,-76.16971
46.4019,-76.22037
46.41002,-76.27106
46.41812,-76.32172
46.426205,-76.37244
46.43427,-76.42313
46.442307,-76.47385
46.45033,-76.5246
46.458344,-76.57532
46.46632,-76.6261
46.474285,-76.67688
46.482227,-76.72766
46.490158,-76.77844
46.498055,-76.829285
46.505943,-76.8801
46.51381,-76.93094
46.521656,-76.98178
46.52948,-77.03265
46.537292,-77.08353
46.545067,-77.13443
46.55284,-77.18533
46.560585,-77.23624
46.568314,-77.28717
46.576015,-77.338104
46.583706,-77.38907
46.591373,-77.44003
46.599022,-77.491
46.60665,-77.54199
46.614254,-77.59299
46.62184,-77.64401
46.629417,-77.69504
46.636967,-77.74609
46.6445,-77.79712
46.651997,-77.848206
46.659492,-77.89929
46.666958,-77.95038
46.67441,-78.001465
46.681843,-78.05258
46.689255,-78.1037
46.69664,-78.15485
46.704014,-78.20599
46.711365,-78.25714
46.718697,-78.30832
46.726,-78.3595
46.733295,-78.410706
46.74057,-78.461914
46.74781,-78.51312
46.755047,-78.56439
46.762257,-78.61563
46.76945,-78.66687
46.776623,-78.71814
46.78377,-78.76944
46.790897,-78.82074
46.79801,-78.87204
46.805103,-78.92334
46.812172,-78.97467
46.81923,-79.026
46.826256,-79.07736
46.833275,-79.12872
46.840263,-79.180115
46.847233,-79.23151
46.854183,-79.2829
46.861122,-79.33429
46.86802,-79.38571
46.874916,-79.43713
46.881786,-79.48859
46.888645,-79.54004
46.89547,-79.59152
46.90228,-79.643005
46.909077,-79.69449
46.915848,-79.74597
46.922604,-79.797485
46.929333,-79.849
46.936047,-79.90054
46.94273,-79.95209
46.9494,-80.00366
46.95605,-80.05521
46.96268,-80.10681
46.969288,-80.15839
46.97588,-80.20999
46.982456,-80.2616
46.989006,-80.31323
46.99553,-80.36487
47.002037,-80.416504
46.966827,-80.426025
46.93159,-80.43555
46.89636,-80.44504
46.861122,-80.45453
46.825882,-80.46402
46.790634,-80.47348
46.755386,-80.48294
46.720135,-80.4924
46.68488,-80.50183
46.64962,-80.51126
46.614353,-80.52069
46.579094,-80.53009
46.543823,-80.53949
46.50855,-80.54889
46.473274,-80.55826
46.43799,-80.56763
46.40271,-80.576965
46.367416,-80.5863
46.332123,-80.59564
46.296833,-80.60498
46.261528,-80.61429
46.226227,-80.6236
46.19092,-80.63287
46.155598,-80.64215
46.120293,-80.65143
46.08497,-80.660706
46.049656,-80.66992
46.01433,-80.6792
45.979004,-80.688416
45.943672,-80.69763
45.908337,-80.70685
45.87299,-80.716034
45.83766,-80.72522
45.80231,-80.734406
45.76697,-80.74359
45.73162,-80.75275
45.69626,-80.76187
45.6609,-80.77103
45.625546,-80.78015
45.590176,-80.789246
45.554806,-80.79837
45.51944,-80.807465
45.484066,-80.81656
45.448685,-80.82562
45.4133,-80.83469
45.377926,-80.84375
45.342537,-80.85278
45.307144,-80.86182
45.271755,-80.87085
45.236355,-80.87988
45.200954,-80.888885
45.165558,-80.89789
45.130146,-80.90686
45.094738,-80.91583
45.05933,-80.924805
45.023914,-80.93378
44.988495,-80.94272
44.95308,-80.95166
44.91765,-80.96057
44.88222,-80.96948
44.846794,-80.97839
44.811367,-80.987305
44.77593,-80.996185
44.740494,-81.005066
44.70504,-81.013916
44.66961,-81.0228
44.634163,-81.03165
44.59871,-81.04047
44.563263,-81.04932
44.527798,-81.058136
44.492344,-81.066956
44.45688,-81.075745
44.42142,-81.08453
44.385952,-81.09332
44.350483,-81.10208
44.31501,-81.11084
44.279533,-81.1196
44.244064,-81.12836
44.20858,-81.137085
44.173096,-81.14581
44.137608,-81.15451
44.102116,-81.16321
44.066635,-81.171936
44.031143,-81.1806
43.995644,-81.18927
43.960148,-81.19794
43.924656,-81.206604
43.88914,-81.21527
43.85364,-81.22391
43.818134,-81.232544
43.782623,-81.24115
43.74711,-81.249756
43.711597,-81.25836
43.67608,-81.26697
43.640556,-81.27554
43.605022,-81.28412
43.569515,-81.29266
43.533978,-81.30124
43.498447,-81.309784
43.462914,-81.3183
43.427383,-81.32684
43.391846,-81.33536
43.356304,-81.34387
43.320766,-81.35239
43.285225,-81.36087
43.249672,-81.369354
43.214127,-81.37781
43.178577,-81.38629
43.14302,-81.394745
43.107468,-81.4032
43.071907,-81.41162
43.03635,-81.420044
43.000793,-81.42847
42.96522,-81.43689
42.92967,-81.44528
42.89409,-81.453674
42.858517,-81.46207
42.82295,-81.47043
42.78738,-81.47879
42.75181,-81.48715
42.71623,-81.49548
42.68065,-81.503845
42.645073,-81.51218
42.609478,-81.52051
42.573902,-81.52881
42.538307,-81.53711
42.502712,-81.54541
42.46713,-81.55368
42.431538,-81.56195
42.39593,-81.57022
42.36034,-81.57849
42.324738,-81.58673
42.289146,-81.59497
42.253536,-81.60321
42.217937,-81.61145
42.182327,-81.61966
42.146725,-81.62787
42.111107,-81.63605
42.0755,-81.64426
42.039883,-81.652435
42.00427,-81.66058
41.968655,-81.66876
41.933037,-81.67691
41.89742,-81.68506
41.861794,-81.69321
41.826168,-81.701324
41.790543,-81.70944
41.754913,-81.71756
41.719296,-81.72568
41.683666,-81.733765
41.648033,-81.74185
41.6124,-81.74994
41.576767,-81.757996
41.541134,-81.76605
41.50549,-81.77411
41.469852,-81.782166
41.434208,-81.79019
41.398567,-81.79822
41.36293,-81.806244
41.327282,-81.81424
41.291637,-81.822266
41.255993,-81.83026
41.22034,-81.83823
41.184692,-81.84619
41.14904,-81.85419
41.113384,-81.86212
41.077724,-81.87009
41.042076,-81.87805
41.00642,-81.88599
40.970764,-81.89389
40.935104,-81.901825
40.899437,-81.90973
40.863785,-81.91763
40.828114,-81.92554
40.79245,-81.93341
40.756786,-81.941284
40.721115,-81.94916
40.68545,-81.95703
40.649784,-81.964874
40.614117,-81.97272
40.57844,-81.98056
40.542763,-81.9884
40.507095,-81.996216
40.471424,-82.00403
40.43575,-82.01184
40.40007,-82.01962
40.364395,-82.027405
40.32872,-82.03519
40.293037,-82.04297
40.25736,-82.05072
40.221676,-82.0585
40.185986,-82.06625
40.150307,-82.073975
40.11462,-82.081726
40.07894,-82.08945
40.043255,-82.09717
40.007572,-82.10486
